label,epoch,loss,loss_plus,loss_minus,grad_norm,ck,best_loss_so_far,best_epoch_so_far
PLAIN_VQA,1,-1.36,-1.14,-1.38,4.233202097703346,0.15,-1.36,1
PLAIN_VQA,2,-1.44,-1.18,-1.28,1.8917414967230883,0.13985797296552485,-1.44,2
PLAIN_VQA,3,-1.4,-1.42,-1.18,4.7299685097752135,0.13424620340351448,-1.44,2
PLAIN_VQA,4,-1.44,-1.68,-1.24,8.927266435822045,0.13040168401350324,-1.44,2
PLAIN_VQA,5,-1.64,-1.34,-1.56,4.565374536603698,0.12749562686859503,-1.64,5
PLAIN_VQA,6,-1.82,-1.86,-1.48,8.032202220952575,0.1251693459088872,-1.82,6
PLAIN_VQA,7,-2.0,-1.56,-2.1,11.59328261013324,0.12323564912720256,-2.0,7
PLAIN_VQA,8,-1.98,-1.9,-1.86,0.8704219631981992,0.12158476798279637,-2.0,7
PLAIN_VQA,9,-2.18,-2.14,-2.08,1.3212576193564602,0.12014695418838521,-2.18,9
PLAIN_VQA,10,-2.3,-2.04,-2.2,3.561047310912715,0.11887519957207077,-2.3,10
PLAIN_VQA,11,-2.5,-2.4,-2.48,1.7977463229891952,0.11773635811599405,-2.5,11
PLAIN_VQA,12,-2.46,-2.36,-2.44,1.8136148108660262,0.11670620664158385,-2.5,11
PLAIN_VQA,13,-2.5,-2.42,-2.5,1.8283360669676219,0.1157665205588901,-2.5,11
PLAIN_VQA,14,-2.58,-2.68,-2.34,7.828807412154992,0.1149032538934747,-2.58,14
PLAIN_VQA,15,-2.66,-2.54,-2.7,3.709906469694228,0.11410535905106664,-2.66,15
PLAIN_VQA,16,-2.78,-2.64,-2.58,1.4003130287600543,0.11336399462371698,-2.78,16
PLAIN_VQA,17,-2.86,-2.56,-2.72,3.757102856132222,0.11267197784575028,-2.86,17
PLAIN_VQA,18,-2.9,-2.56,-2.86,7.085353759285592,0.11202339647179556,-2.9,18
PLAIN_VQA,19,-2.9,-2.62,-2.82,4.74943414639323,0.11141332754655829,-2.9,18
PLAIN_VQA,20,-3.04,-3.12,-2.68,10.503026639129013,0.11083762965348032,-3.04,20
PLAIN_VQA,21,-3.06,-3.18,-2.88,7.196530402233175,0.11029278679529717,-3.06,21
PLAIN_VQA,22,-3.36,-3.14,-3.14,0.0,0.10977578926964035,-3.36,22
PLAIN_VQA,23,-3.46,-3.12,-3.38,6.294563518318858,0.10928404151849992,-3.46,23
PLAIN_VQA,24,-3.68,-3.14,-3.62,11.670792126965646,0.1088152899559173,-3.68,24
PLAIN_VQA,25,-3.98,-4.24,-3.08,28.320941769447934,0.1083675658041068,-3.98,25
PLAIN_VQA,26,-4.3,-3.52,-3.86,8.333913455038918,0.10793913935092088,-4.3,26
PLAIN_VQA,27,-4.54,-4.02,-4.1,1.9684096620372227,0.10752848300191131,-4.54,27
PLAIN_VQA,28,-4.7,-4.72,-4.08,15.805225485936361,0.10713424117789616,-4.7,28
PLAIN_VQA,29,-4.64,-4.44,-4.54,2.478334706340576,0.10675520559413085,-4.7,28
PLAIN_VQA,30,-4.84,-4.4,-4.66,6.465771545329595,0.10639029480923726,-4.84,30
PLAIN_VQA,31,-4.76,-4.96,-4.7,6.487220204102642,0.10603853719066833,-4.84,30
PLAIN_VQA,32,-4.86,-4.34,-5.2,21.526645553316055,0.10569905663565145,-4.86,32
PLAIN_VQA,33,-5.1,-5.08,-4.54,13.558805432697298,0.1053710605308584,-5.1,33
PLAIN_VQA,34,-5.24,-5.32,-4.66,16.621915382720825,0.10505382954348773,-5.24,34
PLAIN_VQA,35,-5.08,-4.7,-4.94,6.062055039258724,0.10474670892020613,-5.24,34
PLAIN_VQA,36,-5.12,-4.7,-4.92,5.572717071435994,0.10444910103505772,-5.24,34
PLAIN_VQA,37,-5.02,-4.78,-5.14,9.144261472450857,0.10416045897777337,-5.24,34
PLAIN_VQA,38,-5.0,-4.8,-4.86,1.5281541127467986,0.10388028101337145,-5.24,34
PLAIN_VQA,39,-4.88,-4.68,-5.22,13.789516730245584,0.10360810577510601,-5.24,34
PLAIN_VQA,40,-4.94,-4.76,-4.84,2.0481219267904343,0.10334350807759539,-5.24,34
PLAIN_VQA,41,-5.08,-5.04,-4.74,7.6996358368428774,0.10308609525678969,-5.24,34
PLAIN_VQA,42,-5.04,-5.12,-4.92,5.145598959887065,0.1028355039593938,-5.24,34
PLAIN_VQA,43,-5.04,-5.08,-4.52,14.441958808826902,0.10259139731728138,-5.24,34
PLAIN_VQA,44,-4.94,-5.0,-4.86,3.6188827878618177,0.1023534624529501,-5.24,34
PLAIN_VQA,45,-4.84,-5.06,-4.66,10.363160304456782,0.10212140827067029,-5.24,34
PLAIN_VQA,46,-4.8,-4.86,-4.7,4.154476288623384,0.10189496349505107,-5.24,34
PLAIN_VQA,47,-4.96,-4.58,-5.2,16.13360181341286,0.10167387492458807,-5.24,34
PLAIN_VQA,48,-5.08,-4.38,-5.34,25.03423697519734,0.10145790587260288,-5.24,34
PLAIN_VQA,49,-5.06,-5.18,-4.8,9.930043743771321,0.10124683477201986,-5.24,34
PLAIN_VQA,50,-5.18,-4.6,-5.08,12.568833373103292,0.10104045392380336,-5.24,34
