label,epoch,loss,loss_plus,loss_minus,grad_norm,ck,best_loss_so_far,best_epoch_so_far
PLAIN_VQA,1,-8.61,-8.55,-8.28,9.859006035093039,0.15,-8.61,1
PLAIN_VQA,2,-8.72,-8.37,-9.23,33.67998187493792,0.13985797296552485,-8.72,2
PLAIN_VQA,3,-8.97,-8.76,-9.6,34.27187783638242,0.13424620340351448,-8.97,3
PLAIN_VQA,4,-9.14,-8.72,-8.64,3.36021769441842,0.13040168401350324,-9.14,4
PLAIN_VQA,5,-9.18,-9.66,-8.05,69.16576977908345,0.12749562686859503,-9.18,5
PLAIN_VQA,6,-8.83,-8.54,-8.21,14.440312255707846,0.1251693459088872,-9.18,5
PLAIN_VQA,7,-8.6,-8.58,-8.4,8.000125048975569,0.12323564912720256,-9.18,5
PLAIN_VQA,8,-8.41,-8.48,-9.15,30.18257299963645,0.12158476798279637,-9.18,5
PLAIN_VQA,9,-8.78,-8.0,-8.65,29.6320172894383,0.12014695418838521,-9.18,5
PLAIN_VQA,10,-8.03,-8.53,-7.88,29.949027522979065,0.11887519957207077,-9.18,5
PLAIN_VQA,11,-8.03,-7.92,-8.05,6.0477437569048815,0.11773635811599405,-9.18,5
PLAIN_VQA,12,-8.14,-8.32,-8.52,9.386348391688774,0.11670620664158385,-9.18,5
PLAIN_VQA,13,-8.29,-7.99,-8.42,20.344456980324683,0.1157665205588901,-9.18,5
PLAIN_VQA,14,-8.14,-7.99,-7.82,8.103585548778446,0.1149032538934747,-9.18,5
PLAIN_VQA,15,-7.94,-8.37,-8.18,9.120280308605585,0.11410535905106664,-9.18,5
PLAIN_VQA,16,-7.92,-8.03,-8.43,19.326155868913848,0.11336399462371698,-9.18,5
PLAIN_VQA,17,-7.92,-8.86,-7.84,49.58437930503952,0.11267197784575028,-9.18,5
PLAIN_VQA,18,-8.99,-8.78,-8.54,11.73446065209569,0.11202339647179556,-9.18,5
PLAIN_VQA,19,-8.87,-8.33,-8.95,30.480014656351837,0.11141332754655829,-9.18,5
PLAIN_VQA,20,-8.7,-8.27,-7.77,24.708330519948436,0.11083762965348032,-9.18,5
PLAIN_VQA,21,-8.7,-8.64,-8.46,8.938939999214307,0.11029278679529717,-9.18,5
PLAIN_VQA,22,-8.67,-7.46,-8.83,68.35568286727893,0.10977578926964035,-9.18,5
PLAIN_VQA,23,-8.36,-8.32,-8.59,13.532176196225336,0.10928404151849992,-9.18,5
PLAIN_VQA,24,-8.66,-8.66,-7.31,67.95234869396816,0.1088152899559173,-9.18,5
PLAIN_VQA,25,-8.36,-8.9,-9.05,7.581455116772731,0.1083675658041068,-9.18,5
PLAIN_VQA,26,-8.73,-7.83,-8.43,30.44618814632932,0.10793913935092088,-9.18,5
PLAIN_VQA,27,-9.23,-8.7,-9.85,58.57805518559627,0.10752848300191131,-9.23,27
PLAIN_VQA,28,-10.0,-9.13,-8.74,19.93870447752677,0.10713424117789616,-10.0,28
PLAIN_VQA,29,-10.17,-9.82,-9.31,26.166265408137807,0.10675520559413085,-10.17,29
PLAIN_VQA,30,-10.87,-8.81,-10.39,81.34216024214126,0.10639029480923726,-10.87,30
PLAIN_VQA,31,-10.7,-10.81,-10.08,37.70680712615095,0.10603853719066833,-10.87,30
PLAIN_VQA,32,-10.81,-10.1,-10.42,16.58209864689897,0.10569905663565145,-10.87,30
PLAIN_VQA,33,-10.59,-8.92,-11.08,112.27757585914095,0.1053710605308584,-10.87,30
PLAIN_VQA,34,-11.94,-11.09,-9.24,96.45404987022394,0.10505382954348773,-11.94,34
PLAIN_VQA,35,-11.33,-10.2,-10.45,13.07254812946939,0.10474670892020613,-11.94,34
PLAIN_VQA,36,-10.95,-10.18,-10.47,15.207363213512497,0.10444910103505772,-11.94,34
PLAIN_VQA,37,-11.12,-10.66,-11.16,26.29224961566479,0.10416045897777337,-11.94,34
PLAIN_VQA,38,-11.51,-10.1,-10.76,34.79937524493968,0.10388028101337145,-11.94,34
PLAIN_VQA,39,-11.29,-11.25,-9.97,67.66699075923675,0.10360810577510601,-11.94,34
PLAIN_VQA,40,-11.5,-11.28,-10.22,56.18020151972613,0.10334350807759539,-11.94,34
PLAIN_VQA,41,-11.35,-11.44,-11.0,23.378315446127022,0.10308609525678969,-11.94,34
PLAIN_VQA,42,-11.42,-11.03,-10.22,43.1422275865316,0.1028355039593938,-11.94,34
PLAIN_VQA,43,-11.66,-10.99,-11.24,13.347185334927271,0.10259139731728138,-11.94,34
PLAIN_VQA,44,-11.77,-11.13,-11.88,40.13463817286178,0.1023534624529501,-11.94,34
PLAIN_VQA,45,-11.55,-11.91,-11.3,32.71701455512625,0.10212140827067029,-11.94,34
PLAIN_VQA,46,-11.54,-10.2,-11.75,83.31814792536251,0.10189496349505107,-11.94,34
PLAIN_VQA,47,-11.64,-12.06,-9.82,120.66998820705594,0.10167387492458807,-11.94,34
PLAIN_VQA,48,-11.91,-10.7,-11.62,49.666386130370974,0.10145790587260288,-11.94,34
PLAIN_VQA,49,-12.27,-11.2,-11.73,28.671805506947337,0.10124683477201986,-12.27,49
PLAIN_VQA,50,-11.86,-11.76,-11.9,7.589154152904971,0.10104045392380336,-12.27,49
PLAIN_VQA,51,-12.17,-12.36,-11.86,27.158386237998943,0.10083856837171246,-12.27,49
PLAIN_VQA,52,-12.19,-12.4,-11.75,35.37521293117901,0.10064099488842075,-12.27,49
PLAIN_VQA,53,-12.39,-12.16,-12.24,4.362256697722071,0.10044756106006912,-12.39,53
