method,step,cumulative_budget_units,gauge_before,best_bitstring_current_frame,best_bitstring_original,attractor_bitstring_original,min_energy_current_frame,expected_energy_current_frame,best_ratio_current_frame,expected_ratio_current_frame,zero_ratio_current_frame,best_energy_original,best_ar_original,best_cut_original,attractor_energy_original,attractor_ar_original,attractor_cut_original,note,cum_best_energy_original,cum_best_ar_original,instance_idx,noise
plain_vqa,0,10,0000000,1100100,1100100,0000000,-10.0,-3.18,1.0,0.318,-0.0,-10.0,1.0,10.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-10.0,1.0,2,noiseless
plain_vqa,1,20,0000000,1100100,1100100,0000000,-10.0,-3.1,1.0,0.31,-0.0,-10.0,1.0,10.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-10.0,1.0,2,noiseless
plain_vqa,2,30,0000000,0010011,0010011,0000000,-8.0,-3.64,0.8,0.364,-0.0,-8.0,0.8,8.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-10.0,1.0,2,noiseless
plain_vqa,3,40,0000000,0010011,0010011,0000000,-8.0,-3.3,0.8,0.32999999999999996,-0.0,-8.0,0.8,8.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-10.0,1.0,2,noiseless
plain_vqa,4,50,0000000,0010011,0010011,0000000,-8.0,-4.16,0.8,0.41600000000000004,-0.0,-8.0,0.8,8.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-10.0,1.0,2,noiseless
ndar_vqa,0,10,0000000,0011011,0011011,0000000,-10.0,-3.6,1.0,0.36,-0.0,-10.0,1.0,10.0,0.0,-0.0,0.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-10.0,1.0,2,noiseless
ndar_vqa,1,20,0011011,1111111,1100100,0011011,-10.0,-3.68,1.0,0.368,1.0,-10.0,1.0,10.0,-10.0,1.0,10.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-10.0,1.0,2,noiseless
ndar_vqa,2,30,1100100,1111111,0011011,1100100,-10.0,-4.84,1.0,0.484,1.0,-10.0,1.0,10.0,-10.0,1.0,10.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-10.0,1.0,2,noiseless
ndar_vqa,3,40,0011011,1111111,1100100,0011011,-10.0,-5.34,1.0,0.534,1.0,-10.0,1.0,10.0,-10.0,1.0,10.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-10.0,1.0,2,noiseless
ndar_vqa,4,50,1100100,1111111,0011011,1100100,-10.0,-5.8,1.0,0.58,1.0,-10.0,1.0,10.0,-10.0,1.0,10.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-10.0,1.0,2,noiseless
random_search,0,10,0000000,0011011,0011011,0000000,-10.0,-4.88,1.0,0.488,-0.0,-10.0,1.0,10.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-10.0,1.0,2,noiseless
random_search,1,20,0000000,1100100,1100100,0000000,-10.0,-6.36,1.0,0.636,-0.0,-10.0,1.0,10.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-10.0,1.0,2,noiseless
random_search,2,30,0000000,1100100,1100100,0000000,-10.0,-6.58,1.0,0.658,-0.0,-10.0,1.0,10.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-10.0,1.0,2,noiseless
random_search,3,40,0000000,1100100,1100100,0000000,-10.0,-6.12,1.0,0.612,-0.0,-10.0,1.0,10.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-10.0,1.0,2,noiseless
random_search,4,50,0000000,1100100,1100100,0000000,-10.0,-6.74,1.0,0.674,-0.0,-10.0,1.0,10.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-10.0,1.0,2,noiseless
ndar_no_opt,0,10,0000000,0011011,0011011,0000000,-10.0,-2.3,1.0,0.22999999999999998,-0.0,-10.0,1.0,10.0,0.0,-0.0,0.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-10.0,1.0,2,noiseless
ndar_no_opt,1,20,0011011,1111111,1100100,0011011,-10.0,-2.64,1.0,0.264,1.0,-10.0,1.0,10.0,-10.0,1.0,10.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-10.0,1.0,2,noiseless
ndar_no_opt,2,30,1100100,0001000,1101100,1100100,-8.0,-2.58,0.8,0.258,1.0,-8.0,0.8,8.0,-10.0,1.0,10.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-10.0,1.0,2,noiseless
ndar_no_opt,3,40,1101100,1111111,0010011,1101100,-8.0,-2.66,0.8,0.266,0.8,-8.0,0.8,8.0,-8.0,0.8,8.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-10.0,1.0,2,noiseless
ndar_no_opt,4,50,0010011,0001000,0011011,0010011,-10.0,-2.86,1.0,0.286,0.8,-10.0,1.0,10.0,-8.0,0.8,8.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-10.0,1.0,2,noiseless
