label,epoch,loss,loss_plus,loss_minus,grad_norm,ck,best_loss_so_far,best_epoch_so_far
NDAR_VQA_step_5,1,15.23,13.47,14.45,35.7845404236708,0.15,15.23,1
NDAR_VQA_step_5,2,15.02,14.43,13.48,37.204631140919716,0.13985797296552485,15.02,2
NDAR_VQA_step_5,3,15.49,13.32,13.93,24.887911285944362,0.13424620340351448,15.02,2
NDAR_VQA_step_5,4,14.25,13.41,15.36,81.9053063014489,0.13040168401350324,14.25,4
NDAR_VQA_step_5,5,13.74,13.45,16.15,115.99228472268653,0.12749562686859503,13.74,5
NDAR_VQA_step_5,6,15.07,14.94,15.62,29.7557949511557,0.1251693459088872,13.74,5
NDAR_VQA_step_5,7,15.0,14.67,15.89,54.22306977639007,0.12323564912720256,13.74,5
NDAR_VQA_step_5,8,15.97,14.38,15.54,52.256395044146615,0.12158476798279637,13.74,5
NDAR_VQA_step_5,9,15.23,17.07,14.35,123.99859542657252,0.12014695418838521,13.74,5
NDAR_VQA_step_5,10,14.56,15.88,15.15,33.635061679653475,0.11887519957207077,13.74,5
