label,epoch,loss,loss_plus,loss_minus,grad_norm,ck,best_loss_so_far,best_epoch_so_far
NDAR_VQA_step_4,1,-0.62,-0.91,-0.88,1.095445115010333,0.15,-0.62,1
NDAR_VQA_step_4,2,-0.73,-0.77,1.02,70.10135762341721,0.13985797296552485,-0.73,2
NDAR_VQA_step_4,3,-0.2,0.05,-1.4,59.159789122326806,0.13424620340351448,-0.73,2
NDAR_VQA_step_4,4,-0.05,0.94,-0.42,57.12370080511311,0.13040168401350324,-0.73,2
NDAR_VQA_step_4,5,-1.39,-0.68,0.16,36.086488580391396,0.12749562686859503,-1.39,5
NDAR_VQA_step_4,6,0.41,-1.62,1.07,117.71042414501309,0.1251693459088872,-1.39,5
NDAR_VQA_step_4,7,0.43,-2.01,-1.52,21.778118188877958,0.12323564912720256,-1.39,5
NDAR_VQA_step_4,8,-0.57,0.72,-1.64,106.31473474498809,0.12158476798279637,-1.39,5
NDAR_VQA_step_4,9,-1.07,-0.58,-0.92,15.499824428321565,0.12014695418838521,-1.39,5
NDAR_VQA_step_4,10,-0.12,-0.82,-0.49,15.20489089628169,0.11887519957207077,-1.39,5
