label,epoch,loss,loss_plus,loss_minus,grad_norm,ck,best_loss_so_far,best_epoch_so_far
NDAR_VQA_step_2,1,0.1,0.08,0.04,0.4216370213557839,0.15,0.1,1
NDAR_VQA_step_2,2,-0.04,-0.14,0.52,7.46150974255005,0.13985797296552485,-0.04,2
NDAR_VQA_step_2,3,-0.32,-0.04,-0.24,2.3555807017225434,0.13424620340351448,-0.32,3
NDAR_VQA_step_2,4,-0.28,-0.48,0.14,7.517587537831841,0.13040168401350324,-0.32,3
NDAR_VQA_step_2,5,-0.42,-0.34,-0.22,1.4881817068569518,0.12749562686859503,-0.42,5
NDAR_VQA_step_2,6,-0.66,-0.62,-0.08,6.821278501103363,0.1251693459088872,-0.66,6
NDAR_VQA_step_2,7,-0.4,-0.54,-0.46,1.0264165223503825,0.12323564912720256,-0.66,6
NDAR_VQA_step_2,8,-0.38,-0.34,-0.64,3.901324622278129,0.12158476798279637,-0.66,6
NDAR_VQA_step_2,9,-0.4,-0.44,-1.02,7.632823716953482,0.12014695418838521,-0.66,6
NDAR_VQA_step_2,10,-0.52,-0.68,-0.68,0.0,0.11887519957207077,-0.66,6
