label,epoch,loss,loss_plus,loss_minus,grad_norm,ck,best_loss_so_far,best_epoch_so_far
PLAIN_VQA,1,4.45,5.01,3.61,51.12077203381551,0.15,4.45,1
PLAIN_VQA,2,3.85,3.99,3.35,25.064172558093308,0.13985797296552485,3.85,2
PLAIN_VQA,3,3.09,3.93,3.93,0.0,0.13424620340351448,3.09,3
PLAIN_VQA,4,4.2,3.41,4.0,24.781605496335835,0.13040168401350324,3.09,3
PLAIN_VQA,5,3.7,5.26,3.45,77.75779086965284,0.12749562686859503,3.09,3
PLAIN_VQA,6,3.87,3.34,3.73,17.065823574927556,0.1251693459088872,3.09,3
PLAIN_VQA,7,4.11,4.88,5.03,6.666770874146335,0.12323564912720256,3.09,3
PLAIN_VQA,8,3.89,3.46,3.39,3.1534031492157424,0.12158476798279637,3.09,3
PLAIN_VQA,9,3.54,4.57,3.58,45.13184171775986,0.12014695418838521,3.09,3
PLAIN_VQA,10,4.31,3.68,2.72,44.2324098800922,0.11887519957207077,3.09,3
PLAIN_VQA,11,4.75,4.6,4.37,10.699854339139318,0.11773635811599405,3.09,3
PLAIN_VQA,12,4.56,3.69,4.68,46.46242453885958,0.11670620664158385,3.09,3
PLAIN_VQA,13,3.39,4.33,3.36,45.89330993236037,0.1157665205588901,3.09,3
PLAIN_VQA,14,3.46,4.15,4.31,7.626904045909091,0.1149032538934747,3.09,3
PLAIN_VQA,15,3.48,5.31,6.45,54.72168185163367,0.11410535905106664,3.09,3
PLAIN_VQA,16,5.35,5.94,5.1,40.5849273247191,0.11336399462371698,3.09,3
PLAIN_VQA,17,4.21,2.8,4.42,78.75166124918046,0.11267197784575028,3.09,3
PLAIN_VQA,18,4.28,5.49,5.26,11.245524791591711,0.11202339647179556,3.09,3
PLAIN_VQA,19,4.33,5.76,5.94,8.849036513134449,0.11141332754655829,3.09,3
PLAIN_VQA,20,5.18,4.01,4.39,18.77833119516081,0.11083762965348032,3.09,3
PLAIN_VQA,21,5.78,5.7,4.61,54.130247773020045,0.11029278679529717,3.09,3
PLAIN_VQA,22,3.9,6.6,4.25,117.25244871394557,0.10977578926964035,3.09,3
PLAIN_VQA,23,5.44,4.57,5.31,37.08818661187688,0.10928404151849992,3.09,3
PLAIN_VQA,24,4.82,4.87,3.96,45.804916527045215,0.1088152899559173,3.09,3
PLAIN_VQA,25,4.47,5.22,3.77,73.28739946213622,0.1083675658041068,3.09,3
PLAIN_VQA,26,4.94,4.3,4.8,25.371823455274438,0.10793913935092088,3.09,3
PLAIN_VQA,27,4.57,5.59,2.56,154.34044105422313,0.10752848300191131,3.09,3
PLAIN_VQA,28,4.72,4.05,5.67,82.82231090664953,0.10713424117789616,3.09,3
PLAIN_VQA,29,4.25,5.81,3.69,108.7695738534356,0.10675520559413085,3.09,3
PLAIN_VQA,30,4.13,4.0,4.89,45.81931811107955,0.10639029480923726,3.09,3
PLAIN_VQA,31,3.85,4.84,4.76,4.132252835742572,0.10603853719066833,3.09,3
PLAIN_VQA,32,4.58,4.07,4.41,17.618479812330122,0.10569905663565145,3.09,3
PLAIN_VQA,33,4.31,4.9,2.94,101.88150402033162,0.1053710605308584,3.09,3
PLAIN_VQA,34,3.29,6.6,4.15,127.73644442272898,0.10505382954348773,3.09,3
PLAIN_VQA,35,3.36,3.97,4.5,27.7138020344751,0.10474670892020613,3.09,3
PLAIN_VQA,36,3.01,4.02,4.36,17.829322388256013,0.10444910103505772,3.01,36
PLAIN_VQA,37,2.73,3.82,4.21,20.507954700218548,0.10416045897777337,2.73,37
PLAIN_VQA,38,2.35,4.3,3.38,48.508220038400744,0.10388028101337145,2.35,38
PLAIN_VQA,39,4.29,4.01,3.64,19.55998951634186,0.10360810577510601,2.35,38
PLAIN_VQA,40,2.97,3.69,2.54,60.95021862989162,0.10334350807759539,2.35,38
PLAIN_VQA,41,3.14,3.07,3.58,27.09759290346545,0.10308609525678969,2.35,38
PLAIN_VQA,42,4.11,4.29,3.52,41.01174721188813,0.1028355039593938,2.35,38
PLAIN_VQA,43,2.69,2.33,2.01,17.084397228706926,0.10259139731728138,2.35,38
PLAIN_VQA,44,3.5,4.51,1.57,157.32778163761813,0.1023534624529501,2.35,38
PLAIN_VQA,45,2.8,2.77,2.65,6.436134010844521,0.10212140827067029,2.35,38
PLAIN_VQA,46,3.33,3.32,4.55,66.11698190206184,0.10189496349505107,2.35,38
PLAIN_VQA,47,2.78,2.94,2.5,23.70303339781456,0.10167387492458807,2.35,38
PLAIN_VQA,48,2.98,3.27,2.6,36.170085551465824,0.10145790587260288,2.35,38
PLAIN_VQA,49,3.14,2.53,4.17,88.72030383281799,0.10124683477201986,2.35,38
PLAIN_VQA,50,3.39,2.97,3.08,5.962906834425305,0.10104045392380336,2.35,38
PLAIN_VQA,51,3.2,3.17,3.17,0.0,0.10083856837171246,2.35,38
PLAIN_VQA,52,2.64,3.63,3.05,31.56557461551356,0.10064099488842075,2.35,38
PLAIN_VQA,53,2.57,3.19,2.9,15.813180529242494,0.10044756106006912,2.35,38
PLAIN_VQA,54,2.48,3.16,2.67,26.76931252873123,0.10025810445803476,2.35,38
PLAIN_VQA,55,2.24,3.35,4.78,78.26760371301005,0.1000724718881604,2.24,55
PLAIN_VQA,56,1.86,3.61,3.23,20.83626900150897,0.09989051870893483,1.86,56
PLAIN_VQA,57,3.8,2.98,4.37,76.3532502311274,0.09971210821118431,1.86,56
