method,step,cumulative_budget_units,gauge_before,best_bitstring_current_frame,best_bitstring_original,attractor_bitstring_original,min_energy_current_frame,expected_energy_current_frame,best_ratio_current_frame,expected_ratio_current_frame,zero_ratio_current_frame,best_energy_original,best_ar_original,best_cut_original,attractor_energy_original,attractor_ar_original,attractor_cut_original,note,cum_best_energy_original,cum_best_ar_original,instance_idx,noise
plain_vqa,0,10,00000000000000000000,11101110011110101011,11101110011110101011,00000000000000000000,-24.0,-9.58,0.6,0.2395,-0.0,-24.0,0.6,24.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-24.0,0.6,6,default_noise
plain_vqa,1,20,00000000000000000000,10001110100111101011,10001110100111101011,00000000000000000000,-30.0,-10.61,0.75,0.26525,-0.0,-30.0,0.75,30.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-30.0,0.75,6,default_noise
plain_vqa,2,30,00000000000000000000,01111110100101101011,01111110100101101011,00000000000000000000,-29.0,-11.12,0.725,0.27799999999999997,-0.0,-29.0,0.725,29.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-30.0,0.75,6,default_noise
plain_vqa,3,40,00000000000000000000,01111110100101101011,01111110100101101011,00000000000000000000,-29.0,-11.19,0.725,0.27975,-0.0,-29.0,0.725,29.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-30.0,0.75,6,default_noise
plain_vqa,4,50,00000000000000000000,11001110100101101011,11001110100101101011,00000000000000000000,-36.0,-13.47,0.9,0.33675,-0.0,-36.0,0.9,36.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-36.0,0.9,6,default_noise
plain_vqa,5,60,00000000000000000000,11001110100101101011,11001110100101101011,00000000000000000000,-36.0,-13.09,0.9,0.32725,-0.0,-36.0,0.9,36.0,0.0,-0.0,0.0,Budget-matched cumulative optimization on original Hamiltonian.,-36.0,0.9,6,default_noise
ndar_vqa,0,10,00000000000000000000,01001111110110111001,01001111110110111001,00000000000000000000,-23.0,-8.26,0.575,0.2065,-0.0,-23.0,0.575,23.0,0.0,-0.0,0.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-23.0,0.575,6,default_noise
ndar_vqa,1,20,01001111110110111001,01111110110111111110,00110001000001000111,01001111110110111001,-21.0,-5.26,0.525,0.1315,0.575,-21.0,0.525,21.0,-23.0,0.575,23.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-23.0,0.575,6,default_noise
ndar_vqa,2,30,00110001000001000111,10111111000110101000,10001110000111101111,00110001000001000111,-28.0,-8.94,0.7,0.22349999999999998,0.525,-28.0,0.7,28.0,-21.0,0.525,21.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-28.0,0.7,6,default_noise
ndar_vqa,3,40,10001110000111101111,10111110101111111001,00110000101000010110,10001110000111101111,-23.0,-6.62,0.575,0.1655,0.7,-23.0,0.575,23.0,-28.0,0.7,28.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-28.0,0.7,6,default_noise
ndar_vqa,4,50,00110000101000010110,10100011001101101010,10010011100101111100,00110000101000010110,-23.0,-7.61,0.575,0.19025,0.575,-23.0,0.575,23.0,-23.0,0.575,23.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-28.0,0.7,6,default_noise
ndar_vqa,5,60,10010011100101111100,10100010011100001010,00110001111001110110,10010011100101111100,-27.0,-9.55,0.675,0.23875000000000002,0.575,-27.0,0.675,27.0,-23.0,0.575,23.0,"NDAR outer step: optimize current transformed Hamiltonian, then remap using best sampled bitstring.",-28.0,0.7,6,default_noise
random_search,0,10,00000000000000000000,11001110010100111001,11001110010100111001,00000000000000000000,-29.0,-7.88,0.725,0.197,-0.0,-29.0,0.725,29.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-29.0,0.725,6,default_noise
random_search,1,20,00000000000000000000,10110001011001010110,10110001011001010110,00000000000000000000,-30.0,-10.33,0.75,0.25825,-0.0,-30.0,0.75,30.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-30.0,0.75,6,default_noise
random_search,2,30,00000000000000000000,10110001011001010110,10110001011001010110,00000000000000000000,-30.0,-10.15,0.75,0.25375000000000003,-0.0,-30.0,0.75,30.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-30.0,0.75,6,default_noise
random_search,3,40,00000000000000000000,10110001011001010110,10110001011001010110,00000000000000000000,-30.0,-10.29,0.75,0.25725,-0.0,-30.0,0.75,30.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-30.0,0.75,6,default_noise
random_search,4,50,00000000000000000000,10110001011001010110,10110001011001010110,00000000000000000000,-30.0,-10.26,0.75,0.2565,-0.0,-30.0,0.75,30.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-30.0,0.75,6,default_noise
random_search,5,60,00000000000000000000,10110001011001010110,10110001011001010110,00000000000000000000,-30.0,-10.23,0.75,0.25575000000000003,-0.0,-30.0,0.75,30.0,0.0,-0.0,0.0,Random-parameter search on original Hamiltonian; keep the best parameter vector found so far.,-30.0,0.75,6,default_noise
ndar_no_opt,0,10,00000000000000000000,10001111010100101011,10001111010100101011,00000000000000000000,-25.0,-7.79,0.625,0.19475,-0.0,-25.0,0.625,25.0,0.0,-0.0,0.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-25.0,0.625,6,default_noise
ndar_no_opt,1,20,10001111010100101011,10001110001100111101,00000001011000010110,10001111010100101011,-26.0,-5.92,0.65,0.148,0.625,-26.0,0.65,26.0,-25.0,0.625,25.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-26.0,0.65,6,default_noise
ndar_no_opt,2,30,00000001011000010110,10001110001100111101,10001111010100101011,00000001011000010110,-25.0,-7.62,0.625,0.1905,0.65,-25.0,0.625,25.0,-26.0,0.65,26.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-26.0,0.65,6,default_noise
ndar_no_opt,3,40,10001111010100101011,10001110001100111101,00000001011000010110,10001111010100101011,-26.0,-5.98,0.65,0.14950000000000002,0.625,-26.0,0.65,26.0,-25.0,0.625,25.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-26.0,0.65,6,default_noise
ndar_no_opt,4,50,00000001011000010110,10001110001100111101,10001111010100101011,00000001011000010110,-25.0,-7.64,0.625,0.191,0.65,-25.0,0.625,25.0,-26.0,0.65,26.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-26.0,0.65,6,default_noise
ndar_no_opt,5,60,10001111010100101011,10001110001100111101,00000001011000010110,10001111010100101011,-26.0,-6.15,0.65,0.15375,0.625,-26.0,0.65,26.0,-25.0,0.625,25.0,NDAR-style remap loop with fixed circuit parameters and no optimization.,-26.0,0.65,6,default_noise
