label,epoch,loss,loss_plus,loss_minus,grad_norm,ck,best_loss_so_far,best_epoch_so_far
PLAIN_VQA,1,-1.68,-1.54,-1.68,2.469367890326949,0.15,-1.68,1
PLAIN_VQA,2,-1.8,-1.56,-1.56,0.0,0.13985797296552485,-1.8,2
PLAIN_VQA,3,-1.82,-1.8,-1.62,3.5474763823314106,0.13424620340351448,-1.82,3
PLAIN_VQA,4,-1.92,-2.06,-1.88,3.652063541927205,0.13040168401350324,-1.92,4
PLAIN_VQA,5,-1.94,-2.0,-2.0,0.0,0.12749562686859503,-1.94,5
PLAIN_VQA,6,-1.92,-1.96,-1.92,0.8454949706265871,0.1251693459088872,-1.94,5
PLAIN_VQA,7,-1.84,-1.94,-1.82,2.5762850244740507,0.12323564912720256,-1.94,5
PLAIN_VQA,8,-1.78,-1.96,-1.8,3.481687852792811,0.12158476798279637,-1.94,5
PLAIN_VQA,9,-1.92,-1.92,-1.78,3.08293444516507,0.12014695418838521,-1.94,5
PLAIN_VQA,10,-2.1,-2.22,-1.92,6.676963707961339,0.11887519957207077,-2.1,10
PLAIN_VQA,11,-2.26,-2.14,-2.04,2.2471829037364945,0.11773635811599405,-2.26,11
PLAIN_VQA,12,-2.26,-2.2,-2.26,1.3602111081495096,0.11670620664158385,-2.26,11
PLAIN_VQA,13,-2.46,-2.32,-2.4,1.8283360669676219,0.1157665205588901,-2.46,13
PLAIN_VQA,14,-2.32,-2.46,-2.34,2.763108498407644,0.1149032538934747,-2.46,13
PLAIN_VQA,15,-2.26,-2.36,-2.42,1.3912149261353346,0.11410535905106664,-2.46,13
PLAIN_VQA,16,-2.34,-2.24,-2.48,5.601252115040207,0.11336399462371698,-2.46,13
PLAIN_VQA,17,-2.42,-2.52,-2.54,0.46963785701652777,0.11267197784575028,-2.46,13
PLAIN_VQA,18,-2.48,-2.56,-2.46,2.361784586428534,0.11202339647179556,-2.48,18
PLAIN_VQA,19,-2.56,-2.36,-2.56,4.749434146393241,0.11141332754655829,-2.56,19
PLAIN_VQA,20,-2.52,-2.5,-2.62,2.864461810671552,0.11083762965348032,-2.56,19
PLAIN_VQA,21,-2.5,-2.44,-2.68,5.757224321786541,0.11029278679529717,-2.56,19
PLAIN_VQA,22,-2.68,-2.62,-2.6,0.4820282010573169,0.10977578926964035,-2.68,22
PLAIN_VQA,23,-2.66,-2.8,-2.56,5.810366324602023,0.10928404151849992,-2.68,22
PLAIN_VQA,24,-2.7,-2.78,-2.6,4.376547047612111,0.1088152899559173,-2.7,24
PLAIN_VQA,25,-2.76,-2.88,-2.92,0.9765841989464813,0.1083675658041068,-2.76,25
PLAIN_VQA,26,-2.78,-2.9,-2.7,4.902302032375831,0.10793913935092088,-2.78,26
PLAIN_VQA,27,-2.84,-2.82,-2.74,1.968409662037211,0.10752848300191131,-2.84,27
PLAIN_VQA,28,-2.78,-2.68,-2.84,3.9513063714840846,0.10713424117789616,-2.84,27
PLAIN_VQA,29,-2.74,-2.76,-2.6,3.96533553014493,0.10675520559413085,-2.84,27
PLAIN_VQA,30,-2.76,-2.72,-2.7,0.49736704194843107,0.10639029480923726,-2.84,27
PLAIN_VQA,31,-2.66,-2.64,-2.74,2.495084693885636,0.10603853719066833,-2.84,27
PLAIN_VQA,32,-2.6,-2.66,-2.52,3.5043376482142445,0.10569905663565145,-2.84,27
PLAIN_VQA,33,-2.52,-2.48,-2.7,5.523957768876684,0.1053710605308584,-2.84,27
PLAIN_VQA,34,-2.58,-2.56,-2.6,1.0073888110739901,0.10505382954348773,-2.84,27
PLAIN_VQA,35,-2.54,-2.46,-2.52,1.515513759814681,0.10474670892020613,-2.84,27
PLAIN_VQA,36,-2.46,-2.38,-2.58,5.066106428578187,0.10444910103505772,-2.84,27
PLAIN_VQA,37,-2.62,-2.28,-2.56,7.112203367461796,0.10416045897777337,-2.84,27
PLAIN_VQA,38,-2.54,-2.64,-2.2,11.206463493476427,0.10388028101337145,-2.84,27
PLAIN_VQA,39,-2.48,-2.48,-2.48,0.0,0.10360810577510601,-2.84,27
PLAIN_VQA,40,-2.54,-2.62,-2.54,2.0481219267904343,0.10334350807759539,-2.84,27
PLAIN_VQA,41,-2.64,-2.64,-2.64,0.0,0.10308609525678969,-2.84,27
PLAIN_VQA,42,-2.82,-2.74,-2.68,1.5436796879661188,0.1028355039593938,-2.84,27
PLAIN_VQA,43,-2.84,-2.68,-2.68,0.0,0.10259139731728138,-2.84,27
PLAIN_VQA,44,-2.76,-2.64,-2.52,3.1018995324529954,0.1023534624529501,-2.84,27
PLAIN_VQA,45,-2.84,-2.66,-2.48,4.663422137005563,0.10212140827067029,-2.84,27
PLAIN_VQA,46,-2.7,-2.68,-2.64,1.038619072155846,0.10189496349505107,-2.84,27
PLAIN_VQA,47,-2.58,-2.62,-2.7,2.0817550726984346,0.10167387492458807,-2.84,27
PLAIN_VQA,48,-2.62,-2.92,-2.68,6.25855924379933,0.10145790587260288,-2.84,27
PLAIN_VQA,49,-2.68,-2.78,-2.82,1.045267762502245,0.10124683477201986,-2.84,27
PLAIN_VQA,50,-2.64,-2.66,-2.84,4.7133125149137225,0.10104045392380336,-2.84,27
